,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-1.00,-0.92,-0.84,-0.76,-0.68,-0.60,-0.52,-0.44,-0.36,-0.28,-0.20,-0.12,-0.04,0.04,0.12,0.20,0.28,0.36,0.44,0.52,0.60,0.68,0.76,0.84,0.92
1,0,0,0,0,0,0,0,0,0,0,0,0,65838684,34674176,136310200,298539906,330195182,425177981,264390611,349821000,706264640,1535320931,1850222280,545688283,8435162
